timestamp,open,high,low,close,volume
2026-09-15T09:15:00+05:30,979.65,985.95,978.70,984.15,3925867
2026-09-15T09:45:00+05:30,984.15,984.15,975.00,975.05,1853551
2026-09-15T10:15:00+05:30,975.05,975.05,971.55,972.55,893991
2026-09-15T10:45:00+05:30,972.55,979.15,972.55,979.15,959161
2026-09-15T11:15:00+05:30,979.15,982.90,979.15,981.60,1095453
2026-09-15T11:45:00+05:30,981.60,981.60,977.85,980.80,795804
2026-09-15T12:15:00+05:30,980.80,980.80,979.20,980.45,880996
2026-09-15T12:45:00+05:30,980.45,984.10,978.95,984.10,1049599
2026-09-15T13:15:00+05:30,984.10,984.60,978.55,978.55,1011458
2026-09-15T13:45:00+05:30,978.55,978.65,976.85,977.65,832878
2026-09-15T14:15:00+05:30,977.65,977.85,973.80,973.85,1204233
2026-09-15T14:45:00+05:30,973.85,973.85,969.20,972.20,1403337
2026-09-15T15:15:00+05:30,972.20,975.45,972.20,975.40,1349958
2026-09-16T09:15:00+05:30,973.35,984.90,973.35,984.85,4606234
2026-09-16T09:45:00+05:30,984.85,985.40,978.60,978.60,2381390
2026-09-16T10:15:00+05:30,978.60,982.50,978.60,982.45,1261731
2026-09-16T10:45:00+05:30,982.45,983.15,979.35,979.40,1487959
2026-09-16T11:15:00+05:30,979.40,982.85,979.40,981.75,1276458
2026-09-16T11:45:00+05:30,981.75,982.80,978.20,980.80,1024939
2026-09-16T12:15:00+05:30,980.80,983.40,980.75,982.45,1094648
2026-09-16T12:45:00+05:30,982.45,986.15,981.55,981.60,1053491
2026-09-16T13:15:00+05:30,981.60,981.60,978.70,981.20,1111547
2026-09-16T13:45:00+05:30,981.20,982.40,979.30,982.35,1436002
2026-09-16T14:15:00+05:30,982.35,987.85,982.35,987.85,2217160
2026-09-16T14:45:00+05:30,987.85,992.15,986.55,987.50,2071640
2026-09-16T15:15:00+05:30,987.50,989.15,986.25,986.70,2066132
2026-09-17T09:15:00+05:30,985.10,988.40,984.45,984.45,2291815
2026-09-17T09:45:00+05:30,984.45,985.55,977.55,977.60,1196202
2026-09-17T10:15:00+05:30,977.60,983.05,976.30,981.65,1259348
2026-09-17T10:45:00+05:30,981.65,981.65,978.80,981.30,933468
2026-09-17T11:15:00+05:30,981.30,982.40,981.00,981.55,672966
2026-09-17T11:45:00+05:30,981.55,981.85,978.70,979.45,885546
2026-09-17T12:15:00+05:30,979.45,981.00,978.55,981.00,603286
2026-09-17T12:45:00+05:30,981.00,982.20,979.65,980.60,700403
2026-09-17T13:15:00+05:30,980.60,980.65,978.60,978.60,774497
2026-09-17T13:45:00+05:30,978.60,980.15,978.35,978.35,990103
2026-09-17T14:15:00+05:30,978.35,980.90,976.60,976.85,949907
2026-09-17T14:45:00+05:30,976.85,976.85,963.30,965.55,2023767
2026-09-17T15:15:00+05:30,965.55,969.00,965.55,968.95,1682810
2026-09-18T09:15:00+05:30,971.65,971.65,966.85,966.85,2295019
2026-09-18T09:45:00+05:30,966.85,972.70,966.85,972.30,1638874
2026-09-18T10:15:00+05:30,972.30,972.30,968.70,970.05,1790295
2026-09-18T10:45:00+05:30,970.05,975.65,969.35,975.65,2102522
2026-09-18T11:15:00+05:30,975.65,978.45,975.65,978.45,1013053
2026-09-18T11:45:00+05:30,978.45,980.80,978.45,979.65,1149072
2026-09-18T12:15:00+05:30,979.65,981.15,978.80,981.15,850322
2026-09-18T12:45:00+05:30,981.15,981.15,976.55,976.60,1046417
2026-09-18T13:15:00+05:30,976.60,980.30,976.60,979.70,1262411
2026-09-18T13:45:00+05:30,979.70,982.90,979.20,982.10,884125
2026-09-18T14:15:00+05:30,982.10,986.90,981.90,986.90,1072254
2026-09-18T14:45:00+05:30,986.90,989.30,981.95,989.30,1799728
2026-09-18T15:15:00+05:30,989.30,989.30,988.00,988.90,1347593
2026-09-21T09:15:00+05:30,987.25,987.25,980.80,980.85,2833374
2026-09-21T09:45:00+05:30,980.85,983.75,978.20,983.75,1639955
2026-09-21T10:15:00+05:30,983.75,984.35,980.60,984.30,1290408
2026-09-21T10:45:00+05:30,984.30,989.95,982.60,989.95,1483398
