timestamp,open,high,low,close,volume
2026-09-01T09:15:00+05:30,1329.70,1334.00,1329.60,1333.40,2224724
2026-09-01T09:45:00+05:30,1333.40,1335.80,1332.30,1334.30,1434430
2026-09-01T10:15:00+05:30,1334.30,1339.10,1334.30,1338.30,989346
2026-09-01T10:45:00+05:30,1338.30,1338.50,1334.10,1338.30,881775
2026-09-01T11:15:00+05:30,1338.30,1338.30,1334.20,1336.30,642812
2026-09-01T11:45:00+05:30,1336.30,1337.20,1334.30,1336.10,618921
2026-09-01T12:15:00+05:30,1336.10,1339.00,1335.30,1337.20,733268
2026-09-01T12:45:00+05:30,1337.20,1343.30,1337.10,1342.00,764045
2026-09-01T13:15:00+05:30,1342.00,1342.00,1336.00,1336.10,732526
2026-09-01T13:45:00+05:30,1336.10,1338.80,1336.10,1338.70,785970
2026-09-01T14:15:00+05:30,1338.70,1338.70,1333.20,1333.90,846721
2026-09-01T14:45:00+05:30,1333.90,1335.40,1330.30,1330.40,1291788
2026-09-01T15:15:00+05:30,1330.40,1330.40,1327.50,1329.50,923980
2026-09-02T09:15:00+05:30,1333.30,1341.90,1332.20,1341.80,2959073
2026-09-02T09:45:00+05:30,1341.80,1344.50,1336.50,1336.50,1713112
2026-09-02T10:15:00+05:30,1336.50,1338.10,1333.60,1333.60,1041665
2026-09-02T10:45:00+05:30,1333.60,1335.80,1329.40,1329.40,1236759
2026-09-02T11:15:00+05:30,1329.40,1335.50,1329.10,1334.00,789425
2026-09-02T11:45:00+05:30,1334.00,1334.80,1332.20,1333.90,745551
2026-09-02T12:15:00+05:30,1333.90,1334.20,1330.90,1330.90,831683
2026-09-02T12:45:00+05:30,1330.90,1332.00,1328.20,1328.30,795794
2026-09-02T13:15:00+05:30,1328.30,1331.40,1326.40,1326.40,1393236
2026-09-02T13:45:00+05:30,1326.40,1329.70,1326.00,1329.50,754413
2026-09-02T14:15:00+05:30,1329.50,1333.20,1328.60,1333.10,1311422
2026-09-02T14:45:00+05:30,1333.10,1336.00,1331.10,1335.30,1152448
2026-09-02T15:15:00+05:30,1335.30,1336.50,1332.30,1336.40,1916578
2026-09-03T09:15:00+05:30,1335.10,1337.80,1330.30,1336.30,2071006
2026-09-03T09:45:00+05:30,1336.30,1344.10,1336.30,1344.10,1530749
2026-09-03T10:15:00+05:30,1344.10,1352.40,1344.10,1349.30,1491024
2026-09-03T10:45:00+05:30,1349.30,1349.30,1345.80,1348.00,1188225
2026-09-03T11:15:00+05:30,1348.00,1349.30,1346.40,1348.30,703022
2026-09-03T11:45:00+05:30,1348.30,1348.30,1342.80,1342.90,450278
2026-09-03T12:15:00+05:30,1342.90,1342.90,1339.50,1342.60,535696
2026-09-03T12:45:00+05:30,1342.60,1345.60,1341.60,1342.60,525713
2026-09-03T13:15:00+05:30,1342.60,1344.60,1341.60,1341.70,585267
2026-09-03T13:45:00+05:30,1341.70,1352.80,1341.70,1351.30,1011761
2026-09-03T14:15:00+05:30,1351.30,1357.00,1351.30,1357.00,950731
2026-09-03T14:45:00+05:30,1357.00,1358.40,1355.50,1355.60,1092506
2026-09-03T15:15:00+05:30,1355.60,1359.30,1353.90,1358.20,1180236
2026-09-04T09:15:00+05:30,1370.30,1375.90,1369.00,1375.90,3461941
2026-09-04T09:45:00+05:30,1375.90,1375.90,1372.20,1374.20,1257049
2026-09-04T10:15:00+05:30,1374.20,1374.80,1365.50,1366.00,1841373
2026-09-04T10:45:00+05:30,1366.00,1367.80,1364.80,1365.90,1141741
2026-09-04T11:15:00+05:30,1365.90,1370.60,1365.90,1370.40,642232
2026-09-04T11:45:00+05:30,1370.40,1371.50,1369.10,1370.00,683715
2026-09-04T12:15:00+05:30,1370.00,1370.00,1362.10,1362.20,1078553
2026-09-04T12:45:00+05:30,1362.20,1363.00,1361.30,1361.40,664043
2026-09-04T13:15:00+05:30,1361.40,1361.80,1358.60,1361.80,1129732
2026-09-04T13:45:00+05:30,1361.80,1362.20,1360.70,1362.10,851627
2026-09-04T14:15:00+05:30,1362.10,1367.10,1359.90,1367.10,1903885
