timestamp,open,high,low,close,volume
2026-09-15T09:15:00+05:30,2092.30,2092.30,2076.20,2079.00,447854
2026-09-15T09:45:00+05:30,2079.00,2084.10,2072.50,2073.80,374058
2026-09-15T10:15:00+05:30,2073.80,2076.10,2068.90,2076.10,254920
2026-09-15T10:45:00+05:30,2076.10,2076.10,2070.90,2071.00,325168
2026-09-15T11:15:00+05:30,2071.00,2076.50,2071.00,2073.50,200449
2026-09-15T11:45:00+05:30,2073.50,2076.30,2071.60,2074.30,237506
2026-09-15T12:15:00+05:30,2074.30,2074.60,2066.10,2066.20,272835
2026-09-15T12:45:00+05:30,2066.20,2077.50,2066.10,2077.50,238554
2026-09-15T13:15:00+05:30,2077.50,2077.50,2067.20,2069.70,277450
2026-09-15T13:45:00+05:30,2069.70,2077.00,2067.70,2067.80,223291
2026-09-15T14:15:00+05:30,2067.80,2069.80,2051.30,2051.40,352467
2026-09-15T14:45:00+05:30,2051.40,2051.40,2043.90,2046.30,409379
2026-09-15T15:15:00+05:30,2046.30,2046.30,2043.00,2044.40,375883
2026-09-16T09:15:00+05:30,2055.80,2075.20,2055.80,2075.20,1175997
2026-09-16T09:45:00+05:30,2075.20,2081.00,2069.30,2069.40,666526
2026-09-16T10:15:00+05:30,2069.40,2069.40,2058.70,2059.70,520756
2026-09-16T10:45:00+05:30,2059.70,2060.50,2051.10,2051.70,373244
2026-09-16T11:15:00+05:30,2051.70,2056.90,2051.70,2051.80,201875
2026-09-16T11:45:00+05:30,2051.80,2052.00,2047.50,2051.90,265211
2026-09-16T12:15:00+05:30,2051.90,2057.70,2051.90,2057.30,364116
2026-09-16T12:45:00+05:30,2057.30,2057.30,2048.50,2048.60,291465
2026-09-16T13:15:00+05:30,2048.60,2052.70,2045.60,2052.70,215087
2026-09-16T13:45:00+05:30,2052.70,2054.60,2049.10,2051.50,362331
2026-09-16T14:15:00+05:30,2051.50,2053.60,2047.00,2047.80,433179
2026-09-16T14:45:00+05:30,2047.80,2047.80,2041.80,2043.80,466453
2026-09-16T15:15:00+05:30,2043.80,2058.30,2043.80,2058.30,379010
2026-09-17T09:15:00+05:30,2050.90,2050.90,2039.90,2048.00,380409
2026-09-17T09:45:00+05:30,2048.00,2049.20,2041.40,2044.90,235656
2026-09-17T10:15:00+05:30,2044.90,2053.10,2044.90,2053.00,166359
2026-09-17T10:45:00+05:30,2053.00,2053.40,2047.30,2047.40,243981
2026-09-17T11:15:00+05:30,2047.40,2056.60,2046.20,2055.60,161933
2026-09-17T11:45:00+05:30,2055.60,2058.20,2054.90,2054.90,104026
2026-09-17T12:15:00+05:30,2054.90,2059.40,2054.60,2059.30,105031
2026-09-17T12:45:00+05:30,2059.30,2061.60,2049.40,2049.50,169041
2026-09-17T13:15:00+05:30,2049.50,2058.40,2049.40,2051.10,148930
2026-09-17T13:45:00+05:30,2051.10,2052.90,2048.10,2049.00,141529
2026-09-17T14:15:00+05:30,2049.00,2055.30,2046.60,2055.20,259903
2026-09-17T14:45:00+05:30,2055.20,2066.00,2050.90,2065.90,265758
2026-09-17T15:15:00+05:30,2065.90,2069.10,2063.50,2065.20,205856
2026-09-18T09:15:00+05:30,2063.60,2072.80,2055.80,2072.80,320204
2026-09-18T09:45:00+05:30,2072.80,2073.60,2065.30,2066.10,186325
2026-09-18T10:15:00+05:30,2066.10,2067.50,2064.20,2064.20,159848
2026-09-18T10:45:00+05:30,2064.20,2065.80,2059.00,2061.70,179408
2026-09-18T11:15:00+05:30,2061.70,2061.70,2055.30,2056.10,172886
2026-09-18T11:45:00+05:30,2056.10,2059.40,2049.70,2049.70,176587
2026-09-18T12:15:00+05:30,2049.70,2049.90,2041.50,2043.20,159677
2026-09-18T12:45:00+05:30,2043.20,2043.20,2037.70,2041.50,119815
2026-09-18T13:15:00+05:30,2041.50,2046.80,2039.30,2046.80,130583
2026-09-18T13:45:00+05:30,2046.80,2051.40,2042.20,2051.40,128081
2026-09-18T14:15:00+05:30,2051.40,2056.00,2046.00,2048.00,149703
2026-09-18T14:45:00+05:30,2048.00,2048.00,2041.80,2044.50,199505
2026-09-18T15:15:00+05:30,2044.50,2054.00,2044.50,2053.90,231433
2026-09-21T09:15:00+05:30,2031.80,2037.30,2028.90,2030.80,401693
2026-09-21T09:45:00+05:30,2030.80,2030.80,2018.00,2020.60,439704
2026-09-21T10:15:00+05:30,2020.60,2026.30,2020.60,2022.60,214337
2026-09-21T10:45:00+05:30,2022.60,2027.00,2022.00,2025.50,232799
2026-09-21T11:15:00+05:30,2025.50,2026.30,2022.40,2025.30,142312
2026-09-21T11:45:00+05:30,2025.30,2030.70,2025.30,2030.30,213581
2026-09-21T12:15:00+05:30,2030.30,2038.30,2030.30,2037.60,147071
2026-09-21T12:45:00+05:30,2037.60,2042.50,2037.60,2041.40,175253
2026-09-21T13:15:00+05:30,2041.40,2046.50,2038.20,2046.50,222712
2026-09-21T13:45:00+05:30,2046.50,2046.50,2037.50,2038.90,220849
2026-09-21T14:15:00+05:30,2038.90,2050.40,2038.80,2046.50,247019
2026-09-21T14:45:00+05:30,2046.50,2050.20,2045.30,2047.60,283453
2026-09-21T15:15:00+05:30,2047.60,2054.00,2047.60,2052.00,441122
2026-09-22T09:15:00+05:30,1971.20,1971.20,1964.50,1970.00,344456
2026-09-22T09:45:00+05:30,1970.00,1973.00,1964.80,1972.10,200228
2026-09-22T10:15:00+05:30,1972.10,1972.10,1966.10,1968.10,140588
2026-09-22T10:45:00+05:30,1968.10,1970.50,1964.20,1970.50,244026
2026-09-22T11:15:00+05:30,1970.50,1972.20,1967.10,1967.20,115088
2026-09-22T11:45:00+05:30,1967.20,1969.20,1963.20,1969.10,80366
2026-09-22T12:15:00+05:30,1969.10,1971.80,1966.10,1970.90,116628
2026-09-22T12:45:00+05:30,1970.90,1979.60,1970.90,1979.60,137287
2026-09-22T13:15:00+05:30,1979.60,1979.60,1971.80,1972.50,157233
2026-09-22T13:45:00+05:30,1972.50,1976.80,1969.20,1969.20,159693
2026-09-22T14:15:00+05:30,1969.20,1972.80,1968.90,1970.90,101346
2026-09-22T14:45:00+05:30,1970.90,1971.90,1962.20,1962.30,245605
2026-09-22T15:15:00+05:30,1962.30,1966.00,1962.30,1965.00,241095
2026-09-23T09:15:00+05:30,1960.30,1966.90,1957.10,1966.80,407791
2026-09-23T09:45:00+05:30,1966.80,1966.80,1960.20,1963.40,327457
2026-09-23T10:15:00+05:30,1963.40,1964.30,1958.30,1962.40,240452
2026-09-23T10:45:00+05:30,1962.40,1962.40,1953.60,1958.40,189104
2026-09-23T11:15:00+05:30,1958.40,1961.40,1957.40,1961.30,196433
2026-09-23T11:45:00+05:30,1961.30,1964.50,1960.30,1962.70,211384
2026-09-23T12:15:00+05:30,1962.70,1962.70,1957.10,1958.40,222263
2026-09-23T12:45:00+05:30,1958.40,1959.60,1953.20,1959.50,162803
2026-09-23T13:15:00+05:30,1959.50,1966.20,1959.50,1964.20,235336
2026-09-23T13:45:00+05:30,1964.20,1969.90,1959.40,1959.40,254712
2026-09-23T14:15:00+05:30,1959.40,1962.10,1957.50,1962.10,282662
2026-09-23T14:45:00+05:30,1962.10,1962.10,1952.00,1957.00,486445
2026-09-23T15:15:00+05:30,1957.00,1961.80,1957.00,1961.00,232550
2026-09-24T09:15:00+05:30,1947.70,1964.20,1947.70,1964.20,446594
2026-09-24T09:45:00+05:30,1964.20,1964.20,1939.10,1939.80,353762
2026-09-24T10:15:00+05:30,1939.80,1946.70,1935.80,1946.70,195597
2026-09-24T10:45:00+05:30,1946.70,1946.70,1939.20,1939.20,171803
2026-09-24T11:15:00+05:30,1939.20,1946.80,1937.90,1944.20,121497
2026-09-24T11:45:00+05:30,1944.20,1947.60,1943.60,1945.20,140311
2026-09-24T12:15:00+05:30,1945.20,1948.60,1940.40,1940.50,127667
2026-09-24T12:45:00+05:30,1940.50,1941.20,1932.60,1932.70,131002
2026-09-24T13:15:00+05:30,1932.70,1941.00,1930.50,1941.00,157426
2026-09-24T13:45:00+05:30,1941.00,1943.90,1938.90,1938.90,103779
2026-09-24T14:15:00+05:30,1938.90,1940.90,1933.50,1935.40,158806
2026-09-24T14:45:00+05:30,1935.40,1940.30,1924.20,1924.30,193500
