timestamp,open,high,low,close,volume
2026-09-01T09:15:00+05:30,725.60,728.65,725.60,728.15,2335139
2026-09-01T09:45:00+05:30,728.15,730.00,727.10,727.15,1517007
2026-09-01T10:15:00+05:30,727.15,729.20,727.15,729.20,1653793
2026-09-01T10:45:00+05:30,729.20,731.80,729.20,731.75,1456230
2026-09-01T11:15:00+05:30,731.75,732.15,730.75,732.10,922639
2026-09-01T11:45:00+05:30,732.10,733.60,731.10,733.60,741574
2026-09-01T12:15:00+05:30,733.60,733.95,732.40,733.75,588208
2026-09-01T12:45:00+05:30,733.75,736.40,732.90,736.40,1728637
2026-09-01T13:15:00+05:30,736.40,736.85,735.65,735.90,683043
2026-09-01T13:45:00+05:30,735.90,736.90,734.60,735.70,1152003
2026-09-01T14:15:00+05:30,735.70,735.70,732.25,733.15,1929238
2026-09-01T14:45:00+05:30,733.15,733.35,728.90,728.95,1892574
2026-09-01T15:15:00+05:30,728.95,731.15,728.25,729.60,1243107
2026-09-02T09:15:00+05:30,733.00,738.35,733.00,738.30,3174453
2026-09-02T09:45:00+05:30,738.30,739.30,737.45,738.05,1436549
2026-09-02T10:15:00+05:30,738.05,739.65,737.40,739.60,1618353
2026-09-02T10:45:00+05:30,739.60,739.60,736.60,736.65,1037425
2026-09-02T11:15:00+05:30,736.65,736.95,735.35,735.80,1287036
2026-09-02T11:45:00+05:30,735.80,737.05,735.50,737.05,1088179
2026-09-02T12:15:00+05:30,737.05,738.15,735.70,737.90,715104
2026-09-02T12:45:00+05:30,737.90,737.90,736.35,737.40,669914
2026-09-02T13:15:00+05:30,737.40,737.85,736.00,737.80,743683
2026-09-02T13:45:00+05:30,737.80,741.55,737.80,740.10,1994357
2026-09-02T14:15:00+05:30,740.10,746.10,740.05,746.05,1961434
2026-09-02T14:45:00+05:30,746.05,750.60,746.05,750.55,1835706
2026-09-02T15:15:00+05:30,750.55,751.90,749.85,751.85,1819053
2026-09-03T09:15:00+05:30,759.05,763.40,758.20,761.75,4785440
2026-09-03T09:45:00+05:30,761.75,764.70,761.75,763.55,3635403
2026-09-03T10:15:00+05:30,763.55,764.70,762.05,764.65,2870566
2026-09-03T10:45:00+05:30,764.65,767.55,764.65,767.45,2542796
2026-09-03T11:15:00+05:30,767.45,769.95,767.45,769.95,1539870
2026-09-03T11:45:00+05:30,769.95,770.25,768.70,768.70,1612985
2026-09-03T12:15:00+05:30,768.70,771.15,768.40,768.45,1409038
2026-09-03T12:45:00+05:30,768.45,768.45,766.80,767.50,1400286
2026-09-03T13:15:00+05:30,767.50,770.25,767.50,767.80,2572457
2026-09-03T13:45:00+05:30,767.80,771.05,766.90,771.05,2973670
2026-09-03T14:15:00+05:30,771.05,771.05,769.30,770.55,2842958
2026-09-03T14:45:00+05:30,770.55,772.85,768.85,768.85,3049162
2026-09-03T15:15:00+05:30,768.85,771.55,768.85,771.55,3553036
2026-09-04T09:15:00+05:30,776.20,778.85,776.20,776.85,2624029
